outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,SEP 2021,202138,all_ages_adj,Janssen,119,9097521,4457,56818874,1.308048643,7.844224439,5.996890467,1.393459783,11.18645853,8.027830203,0
death,SEP 2021,202138,all_ages_adj,Moderna,477,42782442,4457,56818874,1.114943369,7.844224439,7.035536207,0.621015069,11.18645853,18.01318373,0
death,SEP 2021,202138,all_ages_adj,Pfizer,654,63091954,4457,56977147,1.036582256,7.822434493,7.546371211,0.816113918,11.18633298,13.70682785,0
death,SEP 2021,202139,12-17,all_types,0,7267125,5,8036950,0,0.0622127,,,,,0
death,SEP 2021,202139,18-29,all_types,1,17557063,54,15711066,0.00569571,0.343706786,60.34481696,,,,0
death,SEP 2021,202139,30-49,all_types,40,33972478,507,17990665,0.117742368,2.818128179,23.93469939,,,,0
death,SEP 2021,202139,50-64,all_types,138,29254980,1134,9330430,0.471714559,12.15378069,25.76511675,,,,0
death,SEP 2021,202139,65-79,all_types,414,22208623.8,1299,3265335.45,1.864140722,39.7815177,21.34040485,,,,0
death,SEP 2021,202139,80+,all_types,490,6434456,738,1523512.55,7.61525139,48.44069056,6.361010041,,,,1
death,SEP 2021,202139,all_ages_adj,all_types,1083,116694725.8,3737,55857959,0.928062509,6.690183578,7.208763972,0.646005233,9.732818162,15.06615995,0
death,SEP 2021,202139,all_ages_adj,Janssen,98,9176296,3737,55708315,1.067969037,6.708154788,6.281225913,1.023025766,9.732940711,9.513876415,0
death,SEP 2021,202139,all_ages_adj,Moderna,419,43271775,3737,55708315,0.96829862,6.708154788,6.927774813,0.535884647,9.732940711,18.16238021,0
death,SEP 2021,202139,all_ages_adj,Pfizer,566,64169553,3737,55857959,0.882038246,6.690183578,7.584913245,0.703766952,9.732818162,13.82960387,0
death,OCT 2021,202140,12-17,all_types,0,7490056,6,7923287,0,0.075726147,,,,,0
death,OCT 2021,202140,18-29,all_types,0,17902252,44,15485311,0,0.284140241,,,,,0
death,OCT 2021,202140,30-49,all_types,23,34506360,429,17658191,0.066654379,2.429467435,36.44872953,,,,0
death,OCT 2021,202140,50-64,all_types,114,29521168,941,9165892,0.386163583,10.26632214,26.58542287,,,,0
death,OCT 2021,202140,65-79,all_types,372,22298675.8,1141,3155089.45,1.668260498,36.16379244,21.67754525,,,,0
death,OCT 2021,202140,80+,all_types,470,6453092,690,1487724.55,7.283330224,46.37955326,6.367904768,,,,1
death,OCT 2021,202140,all_ages_adj,all_types,979,118171603.8,3251,54875495,0.828456218,5.924320136,7.151035872,0.575186224,8.748123622,15.20920226,0
death,OCT 2021,202140,all_ages_adj,Janssen,82,9247357,3251,54733282,0.886739854,5.939713244,6.698371811,0.911879762,8.748267318,9.593663203,0
death,OCT 2021,202140,all_ages_adj,Moderna,365,43660799,3251,54733282,0.835990198,5.939713244,7.105003454,0.465518103,8.748267318,18.79253944,0
death,OCT 2021,202140,all_ages_adj,Pfizer,530,65186191,3251,54875495,0.813055636,5.924320136,7.286487999,0.648145101,8.748123622,13.49716848,0
death,OCT 2021,202141,12-17,all_types,0,7660758,5,7826636,0,0.063884407,,,,,0
death,OCT 2021,202141,18-29,all_types,4,18186053,46,15282843,0.0219949,0.300991118,13.68460106,,,,0
death,OCT 2021,202141,30-49,all_types,24,34939223,350,17363039,0.068690709,2.015776155,29.34568859,,,,0
death,OCT 2021,202141,50-64,all_types,119,29738538,856,9015818,0.40015417,9.494424133,23.72691537,,,,0
death,OCT 2021,202141,65-79,all_types,346,22400397.8,1033,3064503.15,1.544615426,33.70856382,21.8232728,,,,0
death,OCT 2021,202141,80+,all_types,432,6476877,654,1456450.55,6.669881179,44.90368726,6.732306926,,,,1
death,OCT 2021,202141,all_ages_adj,all_types,925,119401846.8,2944,54009289.7,0.774694885,5.450914123,7.036207709,0.544134053,8.122458359,14.92731124,0
death,OCT 2021,202141,all_ages_adj,Janssen,107,9311621,2944,53873771.7,1.149101751,5.464625748,4.755562979,1.153682048,8.122575229,7.040566546,0
death,OCT 2021,202141,all_ages_adj,Moderna,354,43970846,2944,53873771.7,0.805078893,5.464625748,6.787689752,0.449554551,8.122575229,18.0680525,0
death,OCT 2021,202141,all_ages_adj,Pfizer,464,66042151,2944,54009289.7,0.702581598,5.450914123,7.75840719,0.568063824,8.122458359,14.29849607,0
death,OCT 2021,202142,12-17,all_types,0,7807268,3,7742450,0,0.0387474,,,,,0
death,OCT 2021,202142,18-29,all_types,1,18440395,46,15098743,0.00542288,0.304661123,56.18071451,,,,0
death,OCT 2021,202142,30-49,all_types,22,35324125,325,17094181,0.0622804,1.90123177,30.52697668,,,,0
death,OCT 2021,202142,50-64,all_types,101,29931276,733,8869364,0.337439673,8.264403175,24.49149826,,,,0
death,OCT 2021,202142,65-79,all_types,353,22492680.8,930,3001913.45,1.569399411,30.98024029,19.74018855,,,,0
death,OCT 2021,202142,80+,all_types,403,6499657,594,1426912.55,6.200327186,41.62833945,6.713893993,,,,1
death,OCT 2021,202142,all_ages_adj,all_types,880,120495401.8,2631,53233564,0.730318325,4.942370569,6.767419631,0.511084649,7.417220057,14.51270367,0
death,OCT 2021,202142,all_ages_adj,Janssen,82,9373326,2631,53103103,0.874822875,4.954512733,5.66344671,0.909234933,7.417289005,8.157725506,0
death,OCT 2021,202142,all_ages_adj,Moderna,356,44200023,2631,53103103,0.805429445,4.954512733,6.151392606,0.451606475,7.417289005,16.42423086,0
death,OCT 2021,202142,all_ages_adj,Pfizer,440,66844597,2631,53233564,0.658243179,4.942370569,7.508426566,0.528442597,7.417220057,14.03599954,0
death,OCT 2021,202143,12-17,all_types,1,7926869,1,7668660,0.0126153,0.0130401,1.03367068,,,,0
death,OCT 2021,202143,18-29,all_types,1,18663195,28,14919543,0.00535814,0.187673309,35.02583558,,,,0
death,OCT 2021,202143,30-49,all_types,22,35654068,300,16804952,0.061704,1.78518808,28.93146237,,,,0
death,OCT 2021,202143,50-64,all_types,83,30097250,685,8680032,0.275772703,7.891675975,28.61659575,,,,0
death,OCT 2021,202143,65-79,all_types,323,22569720.8,899,2894023.45,1.431120938,31.06401919,21.70607555,,,,0
death,OCT 2021,202143,80+,all_types,453,6519802.45,586,1371002.55,6.948063281,42.74244421,6.151706235,,,,1
death,OCT 2021,202143,all_ages_adj,all_types,883,121430905.3,2499,52338213,0.727162495,4.774714032,6.566227035,0.515580531,7.3358761,14.22838074,0
death,OCT 2021,202143,all_ages_adj,Janssen,81,9433574,2499,52212588,0.858635338,4.786202132,5.574196542,0.928012804,7.335898648,7.904954134,0
death,OCT 2021,202143,all_ages_adj,Moderna,389,44418092,2499,52212588,0.87576927,4.786202132,5.46514053,0.492931305,7.335898648,14.88219264,0
death,OCT 2021,202143,all_ages_adj,Pfizer,412,67501822,2499,52338213,0.610353895,4.774714032,7.822861569,0.495394794,7.3358761,14.80814128,0
death,NOV 2021,202144,12-17,all_types,0,8027033,4,7594638,0,0.0526687,,,,,0
death,NOV 2021,202144,18-29,all_types,0,18858571,33,14742259,0,0.223846291,,,,,0
death,NOV 2021,202144,30-49,all_types,22,35947550,298,16518162,0.0612003,1.804074812,29.47821341,,,,0
death,NOV 2021,202144,50-64,all_types,109,30245020,758,8494085,0.360389909,8.923857013,24.76167283,,,,0
death,NOV 2021,202144,65-79,all_types,362,22640064.8,955,2812837,1.598935353,33.95148741,21.2338087,,,,0
death,NOV 2021,202144,80+,all_types,478,6539294.45,590,1332579.6,7.309657084,44.27502867,6.057059608,,,,1
death,NOV 2021,202144,all_ages_adj,all_types,971,122257533.3,2638,51494560.6,0.794225087,5.122871172,6.450150284,0.561779339,7.926887199,14.1103217,0
death,NOV 2021,202144,all_ages_adj,Janssen,96,9496665,2638,51373006.6,1.010881188,5.13499243,5.079719051,1.045731396,7.926976144,7.580317636,0
death,NOV 2021,202144,all_ages_adj,Moderna,437,44617760,2638,51373006.6,0.979430612,5.13499243,5.242834321,0.540374673,7.926976144,14.66940725,0
death,NOV 2021,202144,all_ages_adj,Pfizer,434,68065884,2638,51494560.6,0.637617518,5.122871172,8.034395275,0.518560547,7.926887199,15.28632915,0
death,NOV 2021,202145,12-17,all_types,0,8113660,2,7510340,0,0.02663,,,,,0
death,NOV 2021,202145,18-29,all_types,0,19030957,33,14574544,0,0.226422178,,,,,0
death,NOV 2021,202145,30-49,all_types,25,36216952,326,16247708,0.069028448,2.006436846,29.06681078,,,,0
death,NOV 2021,202145,50-64,all_types,127,30389774,768,8318750,0.417903733,9.232156273,22.09158604,,,,0
death,NOV 2021,202145,65-79,all_types,355,22740723.8,994,2740015,1.561076081,36.27717367,23.23856864,,,,0
death,NOV 2021,202145,80+,all_types,524,6568157.45,712,1300220.45,7.97788427,54.75994475,6.863968302,,,,1
death,NOV 2021,202145,all_ages_adj,all_types,1031,123060224.3,2835,50691577.45,0.837801171,5.592645056,6.675384624,0.597737626,8.73863121,14.61951002,0
death,NOV 2021,202145,all_ages_adj,Janssen,96,9568105,2835,50573581.45,1.003333471,5.605693563,5.58706923,1.069785127,8.738675342,8.168626689,0
death,NOV 2021,202145,all_ages_adj,Moderna,504,44855957,2835,50573581.45,1.123596583,5.605693563,4.989062489,0.632879395,8.738675342,13.80780511,0
death,NOV 2021,202145,all_ages_adj,Pfizer,429,68559198,2835,50691577.45,0.625736608,5.592645056,8.937698362,0.507656288,8.73863121,17.21367668,0
death,NOV 2021,202146,12-17,all_types,1,8190186,2,7416682,0.0122097,0.0269662,2.208584917,,,,0
death,NOV 2021,202146,18-29,all_types,1,19192911,54,14394605,0.00521026,0.375140547,72.0003914,,,,0
death,NOV 2021,202146,30-49,all_types,34,36472661,352,15953172,0.093220508,2.20645775,23.66923104,,,,0
death,NOV 2021,202146,50-64,all_types,140,30531392,874,8119629,0.458544438,10.7640386,23.47436301,,,,0
death,NOV 2021,202146,65-79,all_types,405,22835211.8,1211,2664687,1.773576718,45.44623815,25.62406108,,,,0
death,NOV 2021,202146,80+,all_types,540,6595589.45,736,1269825.45,8.187289462,57.96072208,7.079354205,,,,1
death,NOV 2021,202146,all_ages_adj,all_types,1121,123817951.3,3229,49818600.45,0.905361451,6.481514878,7.159035621,0.648603116,10.27741259,15.84545669,0
death,NOV 2021,202146,all_ages_adj,Janssen,123,9652245,3229,49704649.45,1.274314939,6.496374154,5.097934548,1.407596229,10.27745627,7.301423566,0
death,NOV 2021,202146,all_ages_adj,Moderna,501,45090549,3229,49704649.45,1.111097583,6.496374154,5.846807926,0.620046658,10.27745627,16.57529502,0
death,NOV 2021,202146,all_ages_adj,Pfizer,495,68998600,3229,49818600.45,0.71740586,6.481514878,9.034655605,0.593461787,10.27741259,17.3177327,0
death,NOV 2021,202147,12-17,all_types,0,8254456,0,7342966,0,0,,,,,0
death,NOV 2021,202147,18-29,all_types,3,19337691,42,14212419,0.0155137,0.295516196,19.04866962,,,,0
death,NOV 2021,202147,30-49,all_types,25,36699839,353,15673460,0.06812019,2.252214891,33.06236955,,,,0
death,NOV 2021,202147,50-64,all_types,165,30655980,869,7918238,0.53823104,10.97466381,20.39024692,,,,0
death,NOV 2021,202147,65-79,all_types,449,22911037.8,1140,2611601,1.959754088,43.65138473,22.27390925,,,,0
death,NOV 2021,202147,80+,all_types,523,6618544.45,746,1248030.45,7.902039549,59.77418259,7.56439932,,,,1
death,NOV 2021,202147,all_ages_adj,all_types,1165,124477548.3,3150,49006714.45,0.93591175,6.427690645,6.867838389,0.663915319,10.18566431,15.34181246,0
death,NOV 2021,202147,all_ages_adj,Janssen,121,9730779,3150,48896393.45,1.243477012,6.442192926,5.180789722,1.383483157,10.18566431,7.362333439,0
death,NOV 2021,202147,all_ages_adj,Moderna,515,45291904,3150,48896393.45,1.137068559,6.442192926,5.665615215,0.640861622,10.18566431,15.89370305,0
death,NOV 2021,202147,all_ages_adj,Pfizer,526,69378702,3150,49006714.45,0.758157741,6.427690645,8.478038665,0.614584158,10.18566431,16.57326205,0
death,DEC 2021,202148,12-17,all_types,0,8315910,0,7269328,0,0,,,,,0
death,DEC 2021,202148,18-29,all_types,1,19475790,51,14031479,0.00513458,0.363468455,70.7883531,,,,0
death,DEC 2021,202148,30-49,all_types,33,36917524,377,15380396,0.089388443,2.451172259,27.42157899,,,,0
death,DEC 2021,202148,50-64,all_types,168,30782117,1076,7711078.3,0.54577143,13.95394987,25.56738794,,,,1
death,DEC 2021,202148,65-79,all_types,504,22983107.8,1479,2544340,2.19291492,58.12902364,26.50765112,,,,1
death,DEC 2021,202148,80+,all_types,570,6640747.45,951,1224643.45,8.583371138,77.6552555,9.047174384,,,,1
death,DEC 2021,202148,all_ages_adj,all_types,1276,125115196.3,3934,48161264.75,1.019860128,8.168390138,8.009323943,0.724749878,13.15787377,18.15505481,0
death,DEC 2021,202148,all_ages_adj,Janssen,142,9805545,3934,48053694.75,1.448160199,8.186675386,5.653155908,1.613107237,13.15787377,8.156849998,0
death,DEC 2021,202148,all_ages_adj,Moderna,535,45484813,3934,48053694.75,1.176216774,8.186675386,6.960175682,0.644998016,13.15787377,20.39986703,0
death,DEC 2021,202148,all_ages_adj,Pfizer,599,69748847,3934,48161264.75,0.858795558,8.168390138,9.511448981,0.704286127,13.15787377,18.68256843,0
death,DEC 2021,202149,5-11,all_types,0,86530,1,15646786,0,0.00639109,,,,,0
death,DEC 2021,202149,12-17,all_types,0,8370341,5,7199925,0,0.069445168,,,,,0
death,DEC 2021,202149,18-29,all_types,2,19599288,31,13819690,0.0102045,0.224317622,21.9823284,,,,0
death,DEC 2021,202149,30-49,all_types,32,37109016,408,15047859,0.086232413,2.711349169,31.44234366,,,,0
death,DEC 2021,202149,50-64,all_types,167,30897088,1109,7487911.3,0.540504011,14.81053869,27.40134833,,,,1
death,DEC 2021,202149,65-79,all_types,478,23038549.8,1501,2484007,2.07478337,60.4265608,29.12427469,,,,1
death,DEC 2021,202149,80+,all_types,532,6657262.45,966,1202456.45,7.991272749,80.33554978,10.05291051,,,,1
death,DEC 2021,202149,all_ages_adj,all_types,1211,125758075.3,4021,62888634.75,0.962960031,6.393842092,6.639779315,0.610832581,12.23987512,20.03801941,0
death,DEC 2021,202149,all_ages_adj,Janssen,156,9870544,4021,62268612.75,1.580460003,6.457506956,4.085840163,1.508236541,12.23999266,8.115433041,0
death,DEC 2021,202149,all_ages_adj,Moderna,506,45648767,4021,62268612.75,1.108463674,6.457506956,5.825636966,0.556643379,12.23999266,21.98893063,0
death,DEC 2021,202149,all_ages_adj,Pfizer,546,70162950,4021,62888634.75,0.778188488,6.393842092,8.21631544,0.566528692,12.23987512,21.60504011,0
death,DEC 2021,202150,5-11,all_types,0,792866,1,15282436,0,0.00654346,,,,,0
death,DEC 2021,202150,12-17,all_types,1,8446869,1,7124095,0.0118387,0.0140369,1.185676075,,,,0
death,DEC 2021,202150,18-29,all_types,3,19718701,44,13603249,0.015214,0.32345214,21.26018679,,,,0
death,DEC 2021,202150,30-49,all_types,32,37296040,363,14750082,0.085799994,2.461003268,28.68302385,,,,0
death,DEC 2021,202150,50-64,all_types,169,31011306,976,7304981.55,0.544962537,13.36074559,24.51681478,,,,1
death,DEC 2021,202150,65-79,all_types,446,23092742.8,1397,2431073,1.93134269,57.46433776,29.75356888,,,,1
death,DEC 2021,202150,80+,all_types,431,6672018.45,774,1183417.45,6.459814271,65.40380151,10.12471857,,,,1
death,DEC 2021,202150,all_ages_adj,all_types,1082,127030543.3,3556,61679334,0.851763656,5.7653022,6.768664237,0.544158872,11.10499287,20.40762992,1
death,DEC 2021,202150,all_ages_adj,Janssen,115,9931929,3556,61090090,1.157881817,5.820911379,5.027206828,1.109220593,11.105035,10.01156584,1
death,DEC 2021,202150,all_ages_adj,Moderna,436,45809716,3556,61090090,0.951763159,5.820911379,6.115924246,0.470484601,11.105035,23.60339741,1
death,DEC 2021,202150,all_ages_adj,Pfizer,530,71213361,3556,61679334,0.744242362,5.7653022,7.74653862,0.553747167,11.10499287,20.05426581,1
death,DEC 2021,202151,5-11,all_types,0,1608908,1,14937050,0,0.00669476,,,,,0
death,DEC 2021,202151,12-17,all_types,1,8533512,1,7038263,0.0117185,0.0142081,1.212445741,,,,0
death,DEC 2021,202151,18-29,all_types,6,19852528,39,13349874,0.0302229,0.292137589,9.6661161,,,,0
death,DEC 2021,202151,30-49,all_types,45,37505654,352,14443651,0.11998191,2.437056946,20.31186991,,,,0
death,DEC 2021,202151,50-64,all_types,211,31139777,957,7123295.55,0.677589952,13.43479283,19.82732004,,,,1
death,DEC 2021,202151,65-79,all_types,558,23152007.9,1384,2380403,2.410158127,58.14141555,24.12348588,,,,1
death,DEC 2021,202151,80+,all_types,564,6688130.45,954,1165671.45,8.432849871,81.84124266,9.705051544,,,,1
death,DEC 2021,202151,all_ages_adj,all_types,1385,128480517.4,3688,60438208,1.077984451,6.102100181,5.660656955,0.697869624,11.76029636,16.85170978,1
death,DEC 2021,202151,all_ages_adj,Janssen,183,10000717,3688,59879751,1.829868798,6.159010247,3.365820682,1.813826575,11.76033765,6.483716696,1
death,DEC 2021,202151,all_ages_adj,Moderna,549,45989684,3688,59879751,1.193745971,6.159010247,5.159397723,0.593981652,11.76033765,19.79915982,1
death,DEC 2021,202151,all_ages_adj,Pfizer,652,72414882,3688,60438208,0.900367413,6.102100181,6.777344549,0.681464783,11.76029636,17.25737947,1
death,DEC 2021,202152,5-11,all_types,0,2145450,3,14646752,0,0.0204824,,,,,0
death,DEC 2021,202152,12-17,all_types,0,8606896,2,6958958,0,0.0287399,,,,,0
death,DEC 2021,202152,18-29,all_types,18,19976958,63,13135206,0.090103809,0.479627042,5.323049597,,,,0
death,DEC 2021,202152,30-49,all_types,107,37688645,487,14197048.1,0.283905139,3.430290555,12.08252364,,,,1
death,DEC 2021,202152,50-64,all_types,508,31249967,1210,6983215.55,1.625601717,17.32726122,10.6589831,,,,1
death,DEC 2021,202152,65-79,all_types,1181,23198776.5,1934,2342947,5.090785714,82.54561456,16.2147101,,,,1
death,DEC 2021,202152,80+,all_types,1448,6700756.45,1619,1153856.45,21.60950052,140.3120813,6.493073782,,,,1
death,DEC 2021,202152,all_ages_adj,all_types,3262,129567449,5318,59417983.1,2.517607645,8.950152332,3.555022702,1.653670471,17.28270419,10.45111737,1
death,DEC 2021,202152,all_ages_adj,Janssen,363,10058312,5318,58885810.1,3.608955459,9.031038192,2.502396689,3.747959831,17.28280874,4.61125773,1
death,DEC 2021,202152,all_ages_adj,Moderna,1229,46152876,5318,58885810.1,2.662889307,9.031038192,3.391443335,1.343807795,17.28280874,12.86107195,1
death,DEC 2021,202152,all_ages_adj,Pfizer,1664,73282118,5318,59417983.1,2.270676729,8.950152332,3.941623313,1.746950715,17.28270419,9.893069128,1
death,JAN 2022,202201,5-11,all_types,1,2426083,3,14352868,0.0412187,0.0209017,0.507093704,,,,0
death,JAN 2022,202201,12-17,all_types,1,8668479,6,6857591,0.011536,0.087494282,7.584423451,,,,0
death,JAN 2022,202201,18-29,all_types,15,20092474,62,12917874,0.074654819,0.479955138,6.428990756,,,,0
death,JAN 2022,202201,30-49,all_types,152,37848117,546,13949390.1,0.401605184,3.914149623,9.74626269,,,,1
death,JAN 2022,202201,50-64,all_types,706,31347031,1488,6847370.55,2.252206916,21.73096942,9.648744645,,,,1
death,JAN 2022,202201,65-79,all_types,1743,23239879.5,2656,2305442,7.500038888,115.2056742,15.36067692,,,,1
death,JAN 2022,202201,80+,all_types,2280,6711869.45,2410,1142280.45,33.96967145,210.9814626,6.210877338,,,,1
death,JAN 2022,202201,all_ages_adj,all_types,4898,130333933,7171,58372816.1,3.758038977,12.2848279,3.268946379,2.479864727,23.95273281,9.658886854,1
death,JAN 2022,202201,all_ages_adj,Janssen,552,10099586,7171,57861825.1,5.465570569,12.39331803,2.267525022,5.664711927,23.9529029,4.228441482,1
death,JAN 2022,202201,all_ages_adj,Moderna,1858,46304263,7171,57861825.1,4.01258951,12.39331803,3.088608489,2.037834317,23.9529029,11.75409733,1
death,JAN 2022,202201,all_ages_adj,Pfizer,2478,73857264,7171,58372816.1,3.355120222,12.2848279,3.661516455,2.595585365,23.95273281,9.22825854,1
death,JAN 2022,202202,5-11,all_types,0,2678137,7,14063095,0,0.0497757,,,,,0
death,JAN 2022,202202,12-17,all_types,5,8726912,7,6744974,0.057294,0.103780978,1.811374929,,,,0
death,JAN 2022,202202,18-29,all_types,19,20197315,62,12684272,0.09407191,0.488794312,5.195964569,,,,0
death,JAN 2022,202202,30-49,all_types,122,37989544,463,13682361.1,0.321140996,3.383918876,10.537175,,,,1
death,JAN 2022,202202,50-64,all_types,631,31428733,1393,6720837.95,2.007716951,20.72658217,10.32345827,,,,1
death,JAN 2022,202202,65-79,all_types,1773,23270838.5,2608,2273140,7.618977718,114.7311648,15.05860354,,,,1
death,JAN 2022,202202,80+,all_types,2360,6719637.45,2567,1131475.45,35.12094243,226.8719131,6.459733067,,,,1
death,JAN 2022,202202,all_ages_adj,all_types,4910,131011117,7107,57300155.5,3.747773559,12.4031077,3.309460272,2.470204542,24.14486077,9.77443785,1
death,JAN 2022,202202,all_ages_adj,Janssen,495,10131991,7107,56809186.5,4.885515591,12.5103006,2.560691982,5.091642058,24.14513956,4.742112523,1
death,JAN 2022,202202,all_ages_adj,Moderna,2018,46426018,7107,56809186.5,4.346700594,12.5103006,2.878114177,2.181961239,24.14513956,11.06579674,1
death,JAN 2022,202202,all_ages_adj,Pfizer,2393,74381354,7107,57300155.5,3.21720414,12.4031077,3.855244232,2.498224499,24.14486077,9.664808257,1
death,JAN 2022,202203,5-11,all_types,0,2950525,5,13817682,0,0.0361855,,,,,0
death,JAN 2022,202203,12-17,all_types,3,8800818,3,6636594,0.0340877,0.0452039,1.326104625,,,,0
death,JAN 2022,202203,18-29,all_types,15,20311170,58,12497326,0.073850989,0.46409928,6.28426625,,,,0
death,JAN 2022,202203,30-49,all_types,137,38141972,356,13477650.1,0.359184365,2.641410019,7.353911457,,,,1
death,JAN 2022,202203,50-64,all_types,587,31512339,1196,6638133.95,1.862762393,18.01711157,9.672254304,,,,1
death,JAN 2022,202203,65-79,all_types,1618,23302951.5,2456,2248306,6.943326471,109.2377995,15.73277592,,,,1
death,JAN 2022,202203,80+,all_types,2081,6727312.45,2304,1123267.45,30.93360113,205.1158876,6.630844134,,,,1
death,JAN 2022,202203,all_ages_adj,all_types,4441,131747088,6378,56438959.5,3.370852494,11.30070444,3.352476697,2.236174047,22.12478836,9.894036818,1
death,JAN 2022,202203,all_ages_adj,Janssen,430,10167416,6378,55964336.5,4.229196484,11.39654358,2.694730223,4.413498341,22.12495473,5.013019836,1
death,JAN 2022,202203,all_ages_adj,Moderna,1864,46564882,6378,55964336.5,4.003016694,11.39654358,2.846988772,2.04141109,22.12495473,10.83806923,1
death,JAN 2022,202203,all_ages_adj,Pfizer,2140,74944013,6378,56438959.5,2.855464919,11.30070444,3.957570749,2.226035781,22.12478836,9.93909826,1
death,JAN 2022,202204,5-11,all_types,1,3229698,8,13627704,0.0309626,0.0587039,1.895960171,,,,0
death,JAN 2022,202204,12-17,all_types,3,8885956,10,6551694,0.0337611,0.152632281,4.520945779,,,,0
death,JAN 2022,202204,18-29,all_types,15,20428014,35,12344219.45,0.073428577,0.283533521,3.861351153,,,,1
death,JAN 2022,202204,30-49,all_types,99,38298687,293,13300541.1,0.258494501,2.202917895,8.522107368,,,,1
death,JAN 2022,202204,50-64,all_types,477,31596342,1022,6557344.95,1.509668429,15.58557629,10.32384065,,,,1
death,JAN 2022,202204,65-79,all_types,1233,23334712.5,1966,2225582.9,5.283973394,88.33640841,16.71779962,,,,1
death,JAN 2022,202204,80+,all_types,1611,6735136.45,1896,1116135.5,23.91933722,169.871848,7.101862665,,,,1
death,JAN 2022,202204,all_ages_adj,all_types,3439,132508546,5230,55723221.9,2.595304307,9.38567409,3.616406009,1.732374284,18.21868473,10.51659846,1
death,JAN 2022,202204,all_ages_adj,Janssen,312,10206480,5230,55261354.9,3.056881511,9.464118297,3.096004298,3.138467876,18.21903093,5.805071663,1
death,JAN 2022,202204,all_ages_adj,Moderna,1454,46700187,5230,55261354.9,3.113477897,9.464118297,3.039725545,1.572210798,18.21903093,11.58816041,1
death,JAN 2022,202204,all_ages_adj,Pfizer,1671,75532041,5230,55723221.9,2.212306166,9.38567409,4.242484262,1.748212997,18.21868473,10.42131866,1
death,FEB 2022,202205,5-11,all_types,0,3455119,2,13498217,0,0.0148168,,,,,0
death,FEB 2022,202205,12-17,all_types,3,8964562,3,6489719,0.0334651,0.046227,1.381348253,,,,0
death,FEB 2022,202205,18-29,all_types,5,20529763,23,12226336.45,0.0243549,0.188118494,7.724056195,,,,1
death,FEB 2022,202205,30-49,all_types,67,38431264,176,13166589.1,0.174337227,1.336716736,7.667419964,,,,1
death,FEB 2022,202205,50-64,all_types,307,31665825,679,6503056.6,0.969499452,10.44124389,10.76972645,,,,1
death,FEB 2022,202205,65-79,all_types,933,23359971.5,1410,2210332.9,3.994011722,63.79129587,15.97173476,,,,1
death,FEB 2022,202205,80+,all_types,1014,6741524.45,1384,1111232.5,15.0411084,124.5463933,8.280399957,,,,1
death,FEB 2022,202205,all_ages_adj,all_types,2329,133148029,3677,55205483.55,1.749180982,6.660570225,3.807822229,1.158809372,12.99725334,11.21604093,1
death,FEB 2022,202205,all_ages_adj,Janssen,210,10234334,3677,54752770.55,2.051916617,6.715641899,3.272862963,2.172254711,12.99734705,5.983343934,1
death,FEB 2022,202205,all_ages_adj,Moderna,1018,46814907,3677,54752770.55,2.174521035,6.715641899,3.088331542,1.096818235,12.99734705,11.85004646,1
death,FEB 2022,202205,all_ages_adj,Pfizer,1096,76029762,3677,55205483.55,1.441540748,6.660570225,4.620452272,1.12380055,12.99725334,11.5654449,1
death,FEB 2022,202206,5-11,all_types,0,3704655,5,13364505,0,0.0374125,,,,,0
death,FEB 2022,202206,12-17,all_types,1,9046105,6,6425321,0.0110545,0.093380549,8.447302477,,,,0
death,FEB 2022,202206,18-29,all_types,6,20632418,20,12123656.45,0.0290804,0.164966733,5.672770995,,,,1
death,FEB 2022,202206,30-49,all_types,48,38562606,116,13044395.1,0.124472916,0.889270826,7.144291766,,,,1
death,FEB 2022,202206,50-64,all_types,185,31730571,483,6459420.6,0.583033945,7.477450841,12.82506945,,,,1
death,FEB 2022,202206,65-79,all_types,610,23382935.5,1052,2195022.9,2.608740036,47.92660705,18.37155347,,,,1
death,FEB 2022,202206,80+,all_types,696,6747008.45,953,1106359.5,10.31568295,86.13836642,8.350233995,,,,1
death,FEB 2022,202206,all_ages_adj,all_types,1546,133806299,2635,54718680.55,1.155401511,4.815540093,4.167849917,0.771159158,9.414002114,12.20759945,1
death,FEB 2022,202206,all_ages_adj,Janssen,129,10257911,2635,54274166.55,1.25756599,4.854980127,3.860616593,1.350448788,9.414212847,6.97117353,1
death,FEB 2022,202206,all_ages_adj,Moderna,658,46920317,2635,54274166.55,1.402377567,4.854980127,3.461963626,0.710884016,9.414212847,13.24296599,1
death,FEB 2022,202206,all_ages_adj,Pfizer,756,76559912,2635,54718680.55,0.98746195,4.815540093,4.876684203,0.783118304,9.414002114,12.02117492,1
death,FEB 2022,202207,5-11,all_types,0,3937357,3,13279330,0,0.0225915,,,,,0
death,FEB 2022,202207,12-17,all_types,0,9123071,2,6382815,0,0.0313341,,,,,0
death,FEB 2022,202207,18-29,all_types,3,20736347,12,12041955.45,0.0144674,0.099651589,6.888033123,,,,1
death,FEB 2022,202207,30-49,all_types,28,38691265,80,12953375.95,0.072367755,0.617599615,8.534182275,,,,1
death,FEB 2022,202207,50-64,all_types,121,31790332,342,6429377.6,0.380618862,5.319332932,13.97548429,,,,1
