outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,DEC 2021,202152,18-29,all_types,310806,21117182,366967,13670341,1471.8157,2684.402679,1.82387148,,,,0
case,DEC 2021,202152,30-49,all_types,507585,39642295,453959,14752551,1280.412751,3077.155944,2.403253124,,,,1
case,DEC 2021,202152,50-64,all_types,298474,33165527,186667,7313507.65,899.952532,2552.3594,2.836104472,,,,1
case,DEC 2021,202152,65-79,all_types,119142,24630545.5,63978,2388985.4,483.7164487,2678.040644,5.536385317,,,,1
case,DEC 2021,202152,80+,all_types,29241,7182201.45,16015,1162221.45,407.1314374,1377.964587,3.384569356,,,,1
case,DEC 2021,202152,all_ages_adj,all_types,1362711,137057253,1318912,61892433.5,994.2640544,2130.97454,2.14326821,1035.343025,2420.974378,2.338330698,1
case,DEC 2021,202152,all_ages_adj,Janssen,95538,10645551,1318912,61892433.5,897.4453272,2130.97454,2.374489538,806.2386015,2420.974378,3.002801371,1
case,DEC 2021,202152,all_ages_adj,Moderna,428278,48861050,1318912,61892433.5,876.5223015,2130.97454,2.43116979,929.9602763,2420.974378,2.603309453,1
case,DEC 2021,202152,all_ages_adj,Pfizer,837973,77476509,1318912,61892433.5,1081.583322,2130.97454,1.970236131,1103.704731,2420.974378,2.193498233,1
case,JAN 2022,202201,5-11,all_types,32556,2578725,258238,14988477,1262.484367,1722.910206,1.36469825,,,,0
case,JAN 2022,202201,12-17,all_types,159301,9108139,176471,7203394,1748.996145,2449.831288,1.400707083,,,,0
case,JAN 2022,202201,18-29,all_types,425975,21238707,469932,13444796,2005.654111,3495.270586,1.74270856,,,,0
case,JAN 2022,202201,30-49,all_types,669338,39810122,583542,14479185,1681.326171,4030.213026,2.397044128,,,,1
case,JAN 2022,202201,50-64,all_types,402639,33267144,256661,7165414.65,1210.320309,3581.942044,2.959499248,,,,1
case,JAN 2022,202201,65-79,all_types,164529,24673374.5,89818,2354152.4,666.8281228,3815.300998,5.721565824,,,,1
case,JAN 2022,202201,80+,all_types,42902,7193778.45,25344,1150160.45,596.3764425,2203.518648,3.694845221,,,,1
case,JAN 2022,202201,all_ages_adj,all_types,1897240,137869990,1860006,60785579.5,1376.108028,3059.946151,2.223623501,1481.063006,3378.725329,2.281283993,1
case,JAN 2022,202201,all_ages_adj,Janssen,128679,10690438,1860006,60785579.5,1203.683142,3059.946151,2.542152535,1145.891782,3378.725329,2.948555336,1
case,JAN 2022,202201,all_ages_adj,Moderna,589152,49019429,1860006,60785579.5,1201.874465,3059.946151,2.54597817,1309.671652,3378.725329,2.579826267,1
case,JAN 2022,202201,all_ages_adj,Pfizer,1177845,78087303,1860006,60785579.5,1508.369421,3059.946151,2.028645044,1557.337526,3378.725329,2.169552376,1
case,JAN 2022,202202,5-11,all_types,38672,2845571,275343,14682421,1359.024252,1875.32424,1.379904911,,,,0
case,JAN 2022,202202,12-17,all_types,155563,9169795,194264,7089881,1696.471949,2740.01778,1.615127077,,,,0
case,JAN 2022,202202,18-29,all_types,299272,21348794,358563,13204515,1401.821574,2715.457554,1.937092141,,,,0
case,JAN 2022,202202,30-49,all_types,537983,39958639,489037,14190010,1346.349659,3446.347113,2.559771223,,,,1
case,JAN 2022,202202,50-64,all_types,333248,33352619,224781,7028777.05,999.1659126,3198.0101,3.200679747,,,,1
case,JAN 2022,202202,65-79,all_types,150878,24705695.5,84296,2324160.4,610.7012855,3626.944164,5.938982365,,,,1
case,JAN 2022,202202,80+,all_types,41488,7201918.45,25321,1138987.45,576.0687279,2223.114925,3.859114057,,,,1
case,JAN 2022,202202,all_ages_adj,all_types,1557104,138583032,1651605,59658751.9,1123.589214,2768.420303,2.463907865,1232.580931,3016.409188,2.447230127,1
case,JAN 2022,202202,all_ages_adj,Janssen,104281,10725180,1651605,59658751.9,972.300698,2768.420303,2.847288199,903.081694,3016.409188,3.340128814,1
case,JAN 2022,202202,all_ages_adj,Moderna,486498,49146987,1651605,59658751.9,989.8836728,2768.420303,2.796712764,1176.634667,3016.409188,2.563590274,1
case,JAN 2022,202202,all_ages_adj,Pfizer,964700,78639111,1651605,59658751.9,1226.743268,2768.420303,2.256723453,1275.631667,3016.409188,2.364639625,1
case,JAN 2022,202203,5-11,all_types,35969,3137124,205247,14424155,1146.559715,1422.939507,1.241051371,,,,0
case,JAN 2022,202203,12-17,all_types,106883,9247791,135185,6981737,1155.767902,1936.266004,1.675306955,,,,0
case,JAN 2022,202203,18-29,all_types,204941,21468730,250065,13014137,954.6023449,1921.487379,2.012866813,,,,0
case,JAN 2022,202203,30-49,all_types,406920,40119025,365319,13970005,1014.281877,2615.024118,2.578202545,,,,1
case,JAN 2022,202203,50-64,all_types,248871,33440377,170796,6939318.05,744.223069,2461.279318,3.307179555,,,,1
case,JAN 2022,202203,65-79,all_types,123989,24739265.5,69668,2301190.4,501.1830283,3027.476562,6.040660579,,,,1
case,JAN 2022,202203,80+,all_types,35763,7209991.45,21686,1130554.45,496.0200057,1918.173866,3.867130043,,,,1
case,JAN 2022,202203,all_ages_adj,all_types,1163336,139362304,1217966,58761096.9,834.7565784,2072.74211,2.483049747,918.3088214,2293.09773,2.497087774,1
case,JAN 2022,202203,all_ages_adj,Janssen,78784,10763378,1217966,58761096.9,731.9635155,2072.74211,2.831756046,667.9993782,2293.09773,3.432784229,1
case,JAN 2022,202203,all_ages_adj,Moderna,374186,49292122,1217966,58761096.9,759.1192767,2072.74211,2.73045643,926.9423701,2293.09773,2.473829878,1
case,JAN 2022,202203,all_ages_adj,Pfizer,708936,79236027,1217966,58761096.9,894.7142188,2072.74211,2.3166527,939.6574155,2293.09773,2.440355062,1
case,JAN 2022,202204,5-11,all_types,25516,3436103,125546,14224831,742.5854231,882.5834205,1.188527802,,,,0
case,JAN 2022,202204,12-17,all_types,58261,9336483,76608,6897432,624.0144174,1110.674234,1.779885532,,,,0
case,JAN 2022,202204,18-29,all_types,120719,21591049,156596,12849081,559.1159559,1218.733075,2.179750126,,,,1
case,JAN 2022,202204,30-49,all_types,246196,40282404,230817,13781912,611.1750431,1674.782135,2.740265909,,,,1
case,JAN 2022,202204,50-64,all_types,158498,33528282,117604,6853650.05,472.7292618,1715.932374,3.629841671,,,,1
case,JAN 2022,202204,65-79,all_types,89148,24772370.5,53385,2280021.3,359.868669,2341.425495,6.506333272,,,,1
case,JAN 2022,202204,80+,all_types,26723,7218144.45,17345,1123328.5,370.2198007,1544.071926,4.170689743,,,,1
case,JAN 2022,202204,all_ages_adj,all_types,725061,140164836,777901,58010255.85,517.2916553,1340.971503,2.592292935,561.8360393,1525.466944,2.715146124,1
case,JAN 2022,202204,all_ages_adj,Janssen,48380,10805028,777901,58010255.85,447.7545084,1340.971503,2.994881075,488.8674689,1525.466944,3.120410012,1
case,JAN 2022,202204,all_ages_adj,Moderna,238865,49434509,777901,58010255.85,483.1948467,1340.971503,2.775218967,514.9937058,1525.466944,2.962107938,1
case,JAN 2022,202204,all_ages_adj,Pfizer,436793,79855461,777901,58010255.85,546.9794984,1340.971503,2.45159372,574.0871811,1525.466944,2.657204331,1
case,FEB 2022,202205,5-11,all_types,15438,3675289,64647,14088713,420.0486003,458.8566748,1.092389487,,,,0
case,FEB 2022,202205,12-17,all_types,29098,9416718,38398,6836173,309.0036253,561.6885354,1.817740924,,,,0
case,FEB 2022,202205,18-29,all_types,63341,21695741,82805,12722722,291.9513097,650.843428,2.229287578,,,,1
case,FEB 2022,202205,30-49,all_types,131341,40418465,122796,13640359,324.9529639,900.2402356,2.770370901,,,,1
case,FEB 2022,202205,50-64,all_types,87053,33600033,66372,6796028.7,259.0860551,976.6291893,3.769516615,,,,1
case,FEB 2022,202205,65-79,all_types,54733,24798412.5,33307,2265845.3,220.7117089,1469.959136,6.660086788,,,,1
case,FEB 2022,202205,80+,all_types,17986,7224750.45,11639,1118352.5,248.9497751,1040.72732,4.180471018,,,,1
case,FEB 2022,202205,all_ages_adj,all_types,398990,140829409,419964,57468193.5,283.3144036,730.7764076,2.579383182,304.5311157,851.6882178,2.796719855,1
case,FEB 2022,202205,all_ages_adj,Janssen,26467,10834906,419964,57468193.5,244.275308,730.7764076,2.99160981,259.9119465,851.6882178,3.276833671,1
case,FEB 2022,202205,all_ages_adj,Moderna,133176,49555695,419964,57468193.5,268.740051,730.7764076,2.719268695,327.3806317,851.6882178,2.601522923,1
case,FEB 2022,202205,all_ages_adj,Pfizer,238635,80369782,419964,57468193.5,296.9212981,730.7764076,2.461178812,310.6611462,851.6882178,2.741534396,1
case,FEB 2022,202206,5-11,all_types,9585,3938993,33899,13949659,243.3363045,243.0095245,0.998657085,,,,0
case,FEB 2022,202206,12-17,all_types,15865,9498994,20187,6772633,167.0176863,298.0672362,1.784644745,,,,0
case,FEB 2022,202206,18-29,all_types,37170,21800445,46892,12613884,170.5011067,371.7490981,2.180332463,,,,1
case,FEB 2022,202206,30-49,all_types,76175,40552470,68455,13511480,187.8430586,506.6432397,2.697162426,,,,1
case,FEB 2022,202206,50-64,all_types,51546,33666458,38720,6749431.7,153.1078797,573.6779291,3.746887034,,,,1
case,FEB 2022,202206,65-79,all_types,35227,24821970.5,21899,2251638.3,141.9186281,972.5807204,6.853087107,,,,1
case,FEB 2022,202206,80+,all_types,12347,7230405.45,7788,1113479.5,170.7649742,699.4291318,4.095858271,,,,1
case,FEB 2022,202206,all_ages_adj,all_types,237915,141509736,237840,56962205.5,168.1262412,417.5400126,2.483491034,178.2546963,499.3836565,2.801517529,1
case,FEB 2022,202206,all_ages_adj,Janssen,15653,10860173,237840,56962205.5,144.1321423,417.5400126,2.896925044,156.9260485,499.3836565,3.182286568,1
case,FEB 2022,202206,all_ages_adj,Moderna,79658,49667187,237840,56962205.5,160.3835546,417.5400126,2.603384203,172.2265526,499.3836565,2.89957413,1
case,FEB 2022,202206,all_ages_adj,Pfizer,142147,80914217,237840,56962205.5,175.6761732,417.5400126,2.376759494,182.8444386,499.3836565,2.731194125,1
case,FEB 2022,202207,5-11,all_types,5524,4186045,16728,13860136,131.9622699,120.6914564,0.914590637,,,,0
case,FEB 2022,202207,12-17,all_types,8663,9576136,10418,6731153,90.46446291,154.7728896,1.710869491,,,,0
case,FEB 2022,202207,18-29,all_types,22358,21905715,28006,12527597,102.0646895,223.5544454,2.190321124,,,,1
case,FEB 2022,202207,30-49,all_types,42957,40683093,38408,13414722.85,105.5893169,286.3122886,2.711564929,,,,1
case,FEB 2022,202207,50-64,all_types,29559,33727578,22057,6716727.7,87.64044664,328.3890755,3.747003674,,,,1
case,FEB 2022,202207,65-79,all_types,21288,24842320.5,13011,2242173.3,85.69247788,580.2852081,6.771716987,,,,1
case,FEB 2022,202207,80+,all_types,7880,7235389.45,4881,1109938.5,108.9091341,439.7540945,4.037807279,,,,1
case,FEB 2022,202207,all_ages_adj,all_types,138229,142156277,133509,56602448.35,97.23735242,235.8714223,2.425728555,101.7313688,286.7656014,2.818851302,1
case,FEB 2022,202207,all_ages_adj,Janssen,8994,10880882,133509,54388099.35,82.65874035,245.4746564,2.969736236,71.65438821,289.2950443,4.037366748,1
case,FEB 2022,202207,all_ages_adj,Moderna,46926,49776574,133509,56602448.35,94.27326196,235.8714223,2.50199704,95.72063264,286.7656014,2.995859864,1
case,FEB 2022,202207,all_ages_adj,Pfizer,82020,81431386,133509,56602448.35,100.7228343,235.8714223,2.341786983,104.0997779,286.7656014,2.754718668,1
case,FEB 2022,202208,5-11,all_types,3090,4404558,8567,13768439,70.15459894,62.22201369,0.886927082,,,,0
case,FEB 2022,202208,12-17,all_types,4423,9647329,5420,6689885,45.84688674,81.01783514,1.767139296,,,,0
case,FEB 2022,202208,18-29,all_types,14015,21998979,17168,12465598,63.70750206,137.7230358,2.161802478,,,,1
case,FEB 2022,202208,30-49,all_types,26181,40802866,22971,13342429.85,64.1646104,172.1650423,2.683177553,,,,1
case,FEB 2022,202208,50-64,all_types,18133,33783433,13056,6692809.7,53.67423731,195.0750221,3.634425599,,,,1
case,FEB 2022,202208,65-79,all_types,13743,24862022.5,8062,2235687.3,55.27707973,360.6049916,6.523589765,,,,1
case,FEB 2022,202208,80+,all_types,5370,7240184.45,3233,1107469.5,74.16938114,291.9267754,3.9359473,,,,1
case,FEB 2022,202208,all_ages_adj,all_types,84955,142739372,78477,56302318.35,59.51756606,139.3850241,2.341914048,60.83416859,172.516297,2.835845397,1
case,FEB 2022,202208,all_ages_adj,Janssen,5212,10899353,78477,56302318.35,47.81935221,139.3850241,2.914824598,39.17375911,172.516297,4.403873943,1
case,FEB 2022,202208,all_ages_adj,Moderna,29088,49893434,78477,56302318.35,58.3002565,139.3850241,2.390813222,63.56663848,172.516297,2.713943998,1
case,FEB 2022,202208,all_ages_adj,Pfizer,50488,81879740,78477,56302318.35,61.66116307,139.3850241,2.260499432,63.11357534,172.516297,2.733426146,1
case,MAR 2022,202209,5-11,all_types,2544,4568126,5787,13697468,55.69023271,42.24868421,0.758637236,,,,0
case,MAR 2022,202209,12-17,all_types,3456,9702934,3849,6657044,35.61809242,57.81845516,1.623288931,,,,0
case,MAR 2022,202209,18-29,all_types,10532,22084249,11543,12397744,47.69009804,93.1056489,1.952305672,,,,1
case,MAR 2022,202209,30-49,all_types,18517,40903952,15084,13270576.85,45.26946443,113.6649911,2.510853454,,,,1
case,MAR 2022,202209,50-64,all_types,13080,33827827,9013,6668093.7,38.66639143,135.166067,3.49569903,,,,1
case,MAR 2022,202209,65-79,all_types,9773,24877712.5,5670,2228137.3,39.28415846,254.4726485,6.477742136,,,,1
case,MAR 2022,202209,80+,all_types,3748,7244143.45,2162,1104684.5,51.73834596,195.7119884,3.782726037,,,,1
case,MAR 2022,202209,all_ages_adj,all_types,61650,143208944,53108,56023748.35,43.04898724,94.79551362,2.202038183,44.5127046,117.5734396,2.64134567,1
case,MAR 2022,202209,all_ages_adj,Janssen,3846,10918237,53108,56023748.35,35.22546726,94.79551362,2.691107343,28.20139334,117.5734396,4.169064916,1
case,MAR 2022,202209,all_ages_adj,Moderna,20673,49986127,53108,56023748.35,41.35747505,94.79551362,2.29210109,34.60863806,117.5734396,3.397228153,1
case,MAR 2022,202209,all_ages_adj,Pfizer,37065,82238206,53108,56023748.35,45.07029251,94.79551362,2.103281526,46.33623357,117.5734396,2.537397421,1
case,MAR 2022,202210,5-11,all_types,1966,4697113,4152,13643178,41.8554972,30.43279213,0.72709188,,,,0
case,MAR 2022,202210,12-17,all_types,2493,9749829,2696,6631498,25.56967922,40.6544645,1.589948163,,,,0
case,MAR 2022,202210,18-29,all_types,8070,22155549,8274,12343524,36.4242836,67.03110068,1.840286042,,,,1
case,MAR 2022,202210,30-49,all_types,14024,40986378,10797,13214083.85,34.21624619,81.70827522,2.387996473,,,,1
case,MAR 2022,202210,50-64,all_types,9370,33864063,6288,6648628.7,27.66945006,94.57589352,3.418061917,,,,1
case,MAR 2022,202210,65-79,all_types,7156,24890603.5,3832,2222491.3,28.74980512,172.4191226,5.997227525,,,,1
case,MAR 2022,202210,80+,all_types,2630,7247371.45,1510,1102656.5,36.28901897,136.9420123,3.773648785,,,,1
case,MAR 2022,202210,all_ages_adj,all_types,45709,143590907,37549,55806060.35,31.83279566,67.284807,2.113694559,33.11256821,82.85682992,2.502277364,1
case,MAR 2022,202210,all_ages_adj,Janssen,2785,10933169,37549,53637840.35,25.47294385,70.0046828,2.748197587,21.69433374,83.49064878,3.848500249,1
case,MAR 2022,202210,all_ages_adj,Moderna,15162,50057652,37549,55806060.35,30.28907548,67.284807,2.221421616,46.53748094,82.85682992,1.780432207,1
case,MAR 2022,202210,all_ages_adj,Pfizer,27683,82534095,37549,55806060.35,33.54128982,67.284807,2.006029207,34.61052261,82.85682992,2.393978007,1
case,MAR 2022,202211,5-11,all_types,1830,4798386,3610,13595111,38.13782384,26.5536633,0.696255335,,,,0
case,MAR 2022,202211,12-17,all_types,2606,9787718,2648,6606534,26.62520518,40.08153141,1.505398029,,,,0
case,MAR 2022,202211,18-29,all_types,7530,22215494,6942,12293859,33.89526247,56.46721668,1.665932421,,,,1
case,MAR 2022,202211,30-49,all_types,13963,41055895,9321,13162258.2,34.00973234,70.81611573,2.082230904,,,,1
case,MAR 2022,202211,50-64,all_types,9361,33893920,5392,6630183.7,27.61852273,81.32504685,2.944583519,,,,1
case,MAR 2022,202211,65-79,all_types,6528,24901641.5,3361,2216224.3,26.21513927,151.6543249,5.784990242,,,,1
case,MAR 2022,202211,80+,all_types,2332,7250185.45,1254,1100463.5,32.16469449,113.9519848,3.542765961,,,,1
case,MAR 2022,202211,all_ages_adj,all_types,44150,143903240,32528,55604633.7,30.68033772,58.49872184,1.906717012,31.88809317,71.94729682,2.256243308,1
case,MAR 2022,202211,all_ages_adj,Janssen,2639,10946247,32528,53447787.7,24.10871964,60.85939456,2.524372736,19.16789275,72.49918939,3.78232445,1
case,MAR 2022,202211,all_ages_adj,Moderna,14533,50116799,32528,55604633.7,28.99826064,58.49872184,2.017318299,33.02729149,71.94729682,2.178419531,1
case,MAR 2022,202211,all_ages_adj,Pfizer,26909,82774602,32528,55604633.7,32.50876398,58.49872184,1.799475424,33.45207631,71.94729682,2.150757285,1
case,MAR 2022,202212,5-11,all_types,2139,4875692,4264,13548094,43.87069569,31.47306182,0.717405123,,,,0
case,MAR 2022,202212,12-17,all_types,2757,9817461,2820,6576664,28.08261729,42.87888206,1.526883396,,,,0
case,MAR 2022,202212,18-29,all_types,9989,22264496,8665,12248248,44.86515212,70.74481183,1.576832095,,,,1
case,MAR 2022,202212,30-49,all_types,16440,41112430,10371,13114307.2,39.98790633,79.08156978,1.977637167,,,,1
case,MAR 2022,202212,50-64,all_types,10760,33917662,5668,6612581.7,31.72388474,85.71538708,2.701919635,,,,1
case,MAR 2022,202212,65-79,all_types,7188,24910588.5,3170,2210750.3,28.85519947,143.3902327,4.969303119,,,,1
case,MAR 2022,202212,80+,all_types,2330,7252445.45,1076,1098409.5,32.12709446,97.95982282,3.049134211,,,,1
case,MAR 2022,202212,all_ages_adj,all_types,51603,144150775,36034,55409054.7,35.7979345,65.03269221,1.816660461,37.42948004,77.22768227,2.063284935,1
case,MAR 2022,202212,all_ages_adj,Janssen,2921,10957019,36034,53261986.7,26.65871073,67.65425444,2.537791685,21.4504669,77.88098125,3.630735948,1
case,MAR 2022,202212,all_ages_adj,Moderna,16813,50165213,36034,55409054.7,33.51525688,65.03269221,1.940390684,55.18239653,77.22768227,1.39949852,1
case,MAR 2022,202212,all_ages_adj,Pfizer,31778,82963303,36034,55409054.7,38.30368229,65.03269221,1.697818286,39.64084314,77.22768227,1.948184654,1
case,MAR 2022,202213,5-11,all_types,2114,4939746,3629,13503480,42.7957227,26.87455382,0.627972894,,,,0
case,MAR 2022,202213,12-17,all_types,2827,9843119,2862,6562438,28.72057119,43.6118406,1.518487927,,,,0
case,MAR 2022,202213,18-29,all_types,11277,22308280,10529,12209082,50.55073722,86.23908006,1.705990551,,,,1
case,MAR 2022,202213,30-49,all_types,19216,41161616,12464,13074461.2,46.68427012,95.33088828,2.042034459,,,,1
case,MAR 2022,202213,50-64,all_types,12871,33938964,6388,6593820.7,37.92396256,96.87858209,2.554547984,,,,1
case,MAR 2022,202213,65-79,all_types,8209,24918633.5,3414,2198369.1,32.94321898,155.2969426,4.714079178,,,,1
case,MAR 2022,202213,80+,all_types,2597,7254828.45,1206,1094257.5,35.7968492,110.2117189,3.078810604,,,,1
case,MAR 2022,202213,all_ages_adj,all_types,59111,144365187,40492,55235908.5,40.94546701,73.30738482,1.790366313,42.08661944,88.21916175,2.096133235,1
case,MAR 2022,202213,all_ages_adj,Janssen,3357,10966707,40492,53096222.5,30.61082967,76.26154573,2.49132567,24.5410266,88.7769111,3.617489706,1
case,MAR 2022,202213,all_ages_adj,Moderna,19317,50208681,40492,53096222.5,38.47342654,76.26154573,1.982187515,34.60108867,88.7769111,2.56572595,1
case,MAR 2022,202213,all_ages_adj,Pfizer,36350,83126280,40492,55235908.5,43.72864995,73.30738482,1.67641546,44.98572872,88.21916175,1.961047742,1
case,APR 2022,202214,5-11,all_types,2811,4995603,4594,13479975,56.26948338,34.0801819,0.605660117,,,,0
case,APR 2022,202214,12-17,all_types,3687,9865045,3635,6546737,37.37438603,55.52384341,1.485612188,,,,0
case,APR 2022,202214,18-29,all_types,14696,22345069,13211,12171488,65.76842524,108.5405498,1.650344363,,,,1
case,APR 2022,202214,30-49,all_types,25243,41202867,15327,13036733.2,61.26515419,117.5677968,1.918999444,,,,1
case,APR 2022,202214,50-64,all_types,17532,33957974,8064,6571852.7,51.62852177,122.7051239,2.376692567,,,,1
case,APR 2022,202214,65-79,all_types,11169,24926439.5,4186,2180774.9,44.8078435,191.9501183,4.283850846,,,,1
case,APR 2022,202214,80+,all_types,3602,7257684.45,1426,1086852.5,49.63015442,131.2045563,2.643645941,,,,1
case,APR 2022,202214,all_ages_adj,all_types,78740,144550682,50443,55074413.3,54.47224388,91.59062617,1.681418272,55.66804616,109.8311022,1.972964919,1
case,APR 2022,202214,all_ages_adj,Janssen,4089,10976162,50443,52942227.3,37.25345891,95.27933102,2.5575969,30.99425272,110.5369106,3.566367986,1
case,APR 2022,202214,all_ages_adj,Moderna,25884,50247148,50443,55074413.3,51.51337147,91.59062617,1.777997121,50.84396591,109.8311022,2.160160016,1
case,APR 2022,202214,all_ages_adj,Pfizer,48696,83266845,50443,55074413.3,58.48186034,91.59062617,1.566137357,59.88953289,109.8311022,1.833894787,1
case,APR 2022,202215,5-11,all_types,3407,5040472,5142,13457366,67.59287622,38.2095575,0.565289712,,,,0
case,APR 2022,202215,12-17,all_types,4517,9882797,3904,6534787,45.70568433,59.74180949,1.30709802,,,,0
case,APR 2022,202215,18-29,all_types,18848,22377454,16241,12132259,84.22763376,133.8662487,1.589338827,,,,1
case,APR 2022,202215,30-49,all_types,33051,41239152,19360,12996690.2,80.14471297,148.9610024,1.858650395,,,,1
case,APR 2022,202215,50-64,all_types,23826,33980989,10259,6548053.7,70.11567556,156.6725087,2.234486189,,,,1
case,APR 2022,202215,65-79,all_types,15321,24944939.5,5570,2163225.9,61.41927103,257.4858224,4.192264384,,,,1
case,APR 2022,202215,80+,all_types,4891,7263305.45,1899,1079034.5,67.33848705,175.9906657,2.613522718,,,,1
case,APR 2022,202215,all_ages_adj,all_types,103861,144729109,62375,54911416.3,71.76234329,113.5920437,1.582892064,72.33611021,138.9717738,1.921195008,1
case,APR 2022,202215,all_ages_adj,Janssen,5373,10985361,62375,54911416.3,48.91054559,113.5920437,2.322444829,39.05201495,138.9717738,3.558632608,1
case,APR 2022,202215,all_ages_adj,Moderna,34334,50290023,62375,54911416.3,68.27199105,113.5920437,1.663816185,59.11193891,138.9717738,2.350993325,1
case,APR 2022,202215,all_ages_adj,Pfizer,64015,83396384,62375,54911416.3,76.75992283,113.5920437,1.479835304,78.11842469,138.9717738,1.778988432,1
case,APR 2022,202216,5-11,all_types,3888,5077821,6686,13430404,76.56827604,49.78256797,0.650172246,,,,0
case,APR 2022,202216,12-17,all_types,4554,9898751,4519,6518437,46.00580417,69.32643516,1.506906279,,,,0
case,APR 2022,202216,18-29,all_types,20674,22407769,19039,12093759,92.26264337,157.4283066,1.70630605,,,,1
case,APR 2022,202216,30-49,all_types,37993,41274202,23567,12950038.2,92.05023516,181.9840192,1.977007651,,,,1
case,APR 2022,202216,50-64,all_types,27191,34019837,12415,6520247.7,79.92689677,190.4068767,2.382262848,,,,1
case,APR 2022,202216,65-79,all_types,18388,25005403.5,6681,2145572.75,73.53610591,311.3853865,4.23445575,,,,1
case,APR 2022,202216,80+,all_types,6624,7281236.45,2489,1070981.5,90.97355986,232.403641,2.554628414,,,,1
case,APR 2022,202216,all_ages_adj,all_types,119312,144965020,75396,54729440.15,82.30399309,137.7613215,1.673810909,82.28465425,168.8767209,2.0523477,1
case,APR 2022,202216,all_ages_adj,Janssen,6356,10994357,75396,52610995.15,57.81147547,143.3084468,2.47889274,48.35317544,169.9043296,3.513819477,1
case,APR 2022,202216,all_ages_adj,Moderna,39866,50367704,75396,54729440.15,79.14992512,137.7613215,1.740511078,74.27217712,168.8767209,2.273754822,1
case,APR 2022,202216,all_ages_adj,Pfizer,72931,83548133,75396,54729440.15,87.29219599,137.7613215,1.578163087,88.65294875,168.8767209,1.904919388,1
death,APR 2021,202114,12-17,all_types,0,35941,2,16455113,0,0.0121543,,,,,0
death,APR 2021,202114,18-29,all_types,0,2419632,23,29161336,0,0.078871558,,,,,0
death,APR 2021,202114,30-49,all_types,2,7005458,212,38674716,0.0285492,0.54816175,19.20062058,,,,0
death,APR 2021,202114,50-64,all_types,9,6988564,640,21582504,0.128781821,2.965364909,23.02626939,,,,0
death,APR 2021,202114,65-79,all_types,57,13695850,736,7291414,0.416184465,10.09406406,24.25382232,,,,0
death,APR 2021,202114,80+,all_types,69,4647243,568,2425350,1.484751282,23.41930031,15.77321441,,,,0
death,APR 2021,202114,all_ages_adj,all_types,137,34792688,2181,115590433,0.393760896,1.886834354,4.791827664,0.140390252,2.832608268,20.17667345,0
death,APR 2021,202114,all_ages_adj,Janssen,19,2191816,2181,115066475,0.866861087,1.8954261,2.186539607,0.624525223,2.83264977,4.535685137,0
death,APR 2021,202114,all_ages_adj,Moderna,32,15152732,2181,115066475,0.211183039,1.8954261,8.975276164,0.085410408,2.83264977,33.16515903,0
death,APR 2021,202114,all_ages_adj,Pfizer,86,17402616,2181,115590433,0.494178576,1.886834354,3.818122526,0.170226414,2.832608268,16.6402393,0
death,APR 2021,202115,12-17,all_types,0,53879,4,16202483,0,0.0246876,,,,,0
death,APR 2021,202115,18-29,all_types,0,3023365,33,27390278,0,0.120480705,,,,,0
death,APR 2021,202115,30-49,all_types,3,8605469,209,35723286,0.0348616,0.585052562,16.78217229,,,,0
death,APR 2021,202115,50-64,all_types,16,8974370,554,19569634,0.178285495,2.830916511,15.87855763,,,,0
death,APR 2021,202115,65-79,all_types,51,15553007,773,6688674,0.327910866,11.55684968,35.2438753,,,,0
death,APR 2021,202115,80+,all_types,87,5023006,534,2294712,1.732030581,23.27089413,13.43561389,,,,0
death,APR 2021,202115,all_ages_adj,all_types,157,41233096,2107,107869067,0.380762095,1.953293987,5.12995914,0.151725763,2.989559484,19.70370375,0
death,APR 2021,202115,all_ages_adj,Janssen,19,2853013,2107,107356564,0.665962616,1.962618699,2.947040349,0.531033452,2.989643208,5.629858526,0
death,APR 2021,202115,all_ages_adj,Moderna,51,17686964,2107,107356564,0.288347961,1.962618699,6.806424761,0.119956402,2.989643208,24.92274831,0
death,APR 2021,202115,all_ages_adj,Pfizer,87,20643829,2107,107869067,0.421433446,1.953293987,4.634881272,0.153966232,2.989559484,19.41698151,0
death,APR 2021,202116,12-17,all_types,0,86225,0,15937363,0,0,,,,,0
death,APR 2021,202116,18-29,all_types,0,3946309,22,25959671,0,0.084746837,,,,,0
death,APR 2021,202116,30-49,all_types,3,10788777,180,33417704,0.0278067,0.538636646,19.37076886,,,,0
death,APR 2021,202116,50-64,all_types,18,11664474,510,18142035,0.154314717,2.811151009,18.21699881,,,,0
death,APR 2021,202116,65-79,all_types,56,16970475,719,6239609,0.329984871,11.52315794,34.92026139,,,,0
death,APR 2021,202116,80+,all_types,86,5321733,479,2194781,1.616014933,21.82450094,13.50513568,,,,0
death,APR 2021,202116,all_ages_adj,all_types,163,48777993,1910,101891163,0.33416709,1.874549219,5.609616483,0.140342481,2.897347079,20.64483293,0
death,APR 2021,202116,all_ages_adj,Janssen,30,4386816,1910,101390191,0.683867297,1.883811423,2.754644697,0.562969225,2.897347079,5.146546119,0
